USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.7  0.1  44784 22804 ?        Ss   09:36   0:02 /usr/lib/systemd/systemd --switched-root --system --deserialize=60 rhgb
zephyrus    3386  0.0  0.0 763800 10508 ?        Ssl  09:37   0:00 /usr/libexec/gsd-usb-protection
zephyrus    3387  0.0  0.0 617872 12300 ?        Ssl  09:37   0:00 /usr/libexec/gsd-wwan
zephyrus    3396  0.0  0.1 512900 22080 ?        Ssl  09:37   0:00 /usr/bin/abrt-applet --gapplication-service
zephyrus    3463  0.0  0.0 466504  7920 ?        Sl   09:37   0:00 /usr/libexec/ibus-dconf
zephyrus    3470  0.9  0.2 726940 38452 ?        Sl   09:37   0:02 /usr/libexec/ibus-extension-gtk3
zephyrus    3516  0.0  0.0 531940  7824 ?        Ssl  09:37   0:00 /usr/libexec/ibus-portal
zephyrus    3517  0.0  0.2 2984156 34624 ?       Ssl  09:37   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
zephyrus    3521 19.8  2.0 3917920 326080 ?      Ssl  09:37   0:51 /usr/bin/gnome-software --gapplication-service
zephyrus    3525  0.1  0.1 335280 21448 ?        S<Lsl 09:37   0:00 /usr/bin/pipewire-pulse
zephyrus    3565  0.0  0.0 622404 15276 ?        Ssl  09:37   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
zephyrus    3577  0.0  0.1 1125848 19008 ?       Ssl  09:37   0:00 /usr/libexec/xdg-desktop-portal
zephyrus    3591  0.0  0.0 612404  8692 ?        Ssl  09:37   0:00 /usr/libexec/gvfs-afc-volume-monitor
zephyrus    3593  0.0  0.0 829792  7996 ?        Ssl  09:37   0:00 /usr/libexec/xdg-document-portal
root        3613  0.0  0.0   2588  2104 ?        Ss   09:37   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
zephyrus    3623  0.0  0.0 533436  8056 ?        Ssl  09:37   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
zephyrus    3624  0.1  0.3 1117968 50956 ?       Ssl  09:37   0:00 /usr/libexec/xdg-desktop-portal-gnome
zephyrus    3635  0.0  0.0 531552  7256 ?        Ssl  09:37   0:00 /usr/libexec/gvfs-mtp-volume-monitor
zephyrus    3649  0.0  0.0 531108  6648 ?        Ssl  09:37   0:00 /usr/libexec/gvfs-goa-volume-monitor
zephyrus    3663  0.0  0.2 685500 32712 ?        Ssl  09:37   0:00 /usr/libexec/goa-daemon
zephyrus    3682  0.0  0.0 620076 11792 ?        Ssl  09:37   0:00 /usr/libexec/goa-identity-service
root        3684  0.0  0.0 554288 15388 ?        Ssl  09:37   0:00 /usr/sbin/abrt-dbus -t133
sssd        3716  0.0  0.1 307472 21360 ?        Ss   09:37   0:00 /usr/libexec/sssd/sssd_kcm --logger=files
zephyrus    3721  0.0  0.0 392744  7836 ?        Sl   09:37   0:00 /usr/libexec/ibus-engine-simple
zephyrus    3782  0.0  0.0 164480  6692 ?        Ssl  09:37   0:00 /usr/libexec/dconf-service
zephyrus    3822  0.0  0.0 615000 11652 ?        Sl   09:37   0:00 /usr/libexec/gvfsd-recent --spawner :1.7 /org/gtk/gvfs/exec_spaw/0
zephyrus    3831  0.0  0.0 835424 11368 ?        Sl   09:37   0:00 /usr/libexec/gvfsd-trash --spawner :1.7 /org/gtk/gvfs/exec_spaw/1
zephyrus    3836  0.2  0.0 392508  7104 ?        Ssl  09:37   0:00 /usr/libexec/gvfsd-metadata
zephyrus    4416  0.0  0.0 632100 14724 ?        Sl   09:37   0:00 /usr/libexec/gsd-printer
zephyrus    4451  0.0  0.2 721616 33164 ?        Ssl  09:37   0:00 /usr/libexec/xdg-desktop-portal-gtk
zephyrus    4467  0.0  0.0 537956  9024 ?        Ssl  09:37   0:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
root        4516  0.7  0.3 715660 50696 ?        Ssl  09:37   0:01 /usr/libexec/fwupd/fwupd
root        4575  0.0  0.0      0     0 ?        I    09:37   0:00 [kworker/4:4-events]
zephyrus    4666  1.8  0.7 1701816 122940 ?      Ssl  09:37   0:04 /usr/bin/ptyxis --gapplication-service
zephyrus    4674  0.0  0.0 378000  7496 ?        Ssl  09:37   0:00 /usr/libexec/ptyxis-agent --socket-fd=3 --rlimit-nofile=1024
zephyrus    4696  0.0  0.0   1056   704 ?        S    09:37   0:00 catatonit -P
root        4707  0.2  0.0      0     0 ?        I    09:37   0:00 [kworker/u32:17-btrfs-delalloc]
root        4708  0.0  0.0      0     0 ?        I    09:37   0:00 [kworker/u32:18-btrfs-endio-write]
root        4709  0.2  0.0      0     0 ?        I    09:37   0:00 [kworker/u32:19-events_unbound]
root        4710  0.0  0.0      0     0 ?        I    09:37   0:00 [kworker/u32:20-btrfs-delalloc]
root        4718  0.0  0.0      0     0 ?        I    09:37   0:00 [kworker/3:4]
zephyrus    4726  0.0  0.0 233412  5920 pts/0    Ss   09:37   0:00 /usr/bin/bash
root        4836  0.0  0.0 246088 10660 pts/0    S+   09:37   0:00 sudo dnf update -y
root        4853  0.0  0.0  23768 15144 ?        Ss   09:37   0:00 /usr/lib/systemd/systemd --user
root        4855  0.0  0.0  16764  3308 ?        S    09:37   0:00 (sd-pam)
root        4868  0.0  0.0      0     0 ?        S    09:37   0:00 [psimon]
root        4873  0.0  0.0 246088  3124 pts/1    Ss   09:37   0:00 sudo dnf update -y
root        4874  2.5  1.7 777020 274736 pts/1   Sl+  09:37   0:06 dnf update -y
root        4950  6.7  0.8 1192604 128892 ?      Ssl  09:37   0:15 /usr/libexec/flatpak-system-helper
zephyrus    5005  0.3  0.6 618420 106576 ?       Sl   09:37   0:00 /usr/bin/python3 /usr/share/ibus-typing-booster/engine/main.py --ibus
zephyrus    5023  4.0  1.8 1461903712 291440 ?   SLl  09:37   0:08 /usr/share/antigravity/antigravity
zephyrus    5027  0.0  0.3 34319408 58580 ?      S    09:37   0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
zephyrus    5028  0.0  0.3 34319400 58328 ?      S    09:37   0:00 /usr/share/antigravity/antigravity --type=zygote
zephyrus    5030  0.0  0.0 34319424 14292 ?      S    09:37   0:00 /usr/share/antigravity/antigravity --type=zygote
zephyrus    5047  0.0  0.0 33567816 3748 ?       Sl   09:37   0:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/zephyrus/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.107.0 --annotation=lsb-release=Fedora Linux 43 (Workstation Edition) --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=39.2.3 --initial-client-fd=46 --shared-client-connection
zephyrus    5065  4.8  0.9 34741228 153692 ?     Sl   09:37   0:10 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
zephyrus    5069  0.2  0.4 356648 79368 ?        Sl   09:37   0:00 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.XRV1K3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
zephyrus    5074  0.1  0.5 34134208 90552 ?      Sl   09:37   0:00 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=5047 --enable-crash-reporter=a9755e86-8a9d-4381-bc79-850983235543,no_channel --user-data-dir=/home/zephyrus/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15276595901274207898,11805541852228836931,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
zephyrus    5089  0.0  0.0 476180 13624 ?        Ssl  09:37   0:00 /usr/libexec/gsd-xsettings
zephyrus    5097  0.2  0.6 1229716 105908 ?      Sl   09:37   0:00 /usr/libexec/mutter-x11-frames
zephyrus    5109  0.0  0.3 469188 50660 ?        Sl   09:37   0:00 /usr/libexec/ibus-x11
zephyrus    5151 23.9  3.3 1461927404 538700 ?   Rl   09:37   0:52 /usr/share/antigravity/antigravity --type=zygote
zephyrus    5166  0.9  1.0 1460102616 174624 ?   Sl   09:37   0:02 /usr/share/antigravity/antigravity --type=zygote
zephyrus    5222  0.9  0.8 1461611996 130828 ?   Sl   09:37   0:02 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=5047 --enable-crash-reporter=a9755e86-8a9d-4381-bc79-850983235543,no_channel --user-data-dir=/home/zephyrus/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15276595901274207898,11805541852228836931,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708991934122588
zephyrus    5237  4.5  2.1 1461588236 340180 ?   Sl   09:37   0:09 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5047 --enable-crash-reporter=a9755e86-8a9d-4381-bc79-850983235543,no_channel --user-data-dir=/home/zephyrus/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15276595901274207898,11805541852228836931,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708992871164437
zephyrus    5264  1.2  0.8 1461584280 135776 ?   Sl   09:37   0:02 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=5047 --enable-crash-reporter=a9755e86-8a9d-4381-bc79-850983235543,no_channel --user-data-dir=/home/zephyrus/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15276595901274207898,11805541852228836931,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286
zephyrus    5265  7.6  1.2 1461603752 202584 ?   Sl   09:37   0:16 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=5047 --enable-crash-reporter=a9755e86-8a9d-4381-bc79-850983235543,no_channel --user-data-dir=/home/zephyrus/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15276595901274207898,11805541852228836931,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708994745248135
zephyrus    5313  0.0  0.0 233592  5908 pts/2    Ss   09:37   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
zephyrus    5424  0.0  0.0 233592  5912 pts/3    Ss   09:37   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
zephyrus    5471  7.4  6.4 5620748 1031676 ?     Sl   09:37   0:15 /usr/share/antigravity/resources/app/extensions/antigravity/bin/language_server_linux_x64 --enable_lsp --extension_server_port 38775 --csrf_token b88083df-0aa8-4289-9217-79c1661d97a3 --random_port --workspace_id file_home_zephyrus_projects_AdventureNexus --cloud_code_endpoint https://daily-cloudcode-pa.googleapis.com --app_data_dir antigravity --parent_pipe_path /tmp/server_fded29ffa6f1fdd3
zephyrus    5492  0.0  0.0 233588  6080 pts/4    Ss+  09:37   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
zephyrus    5536  0.0  0.4 50961796 70304 ?      Sl   09:37   0:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=5047 --enable-crash-reporter=a9755e86-8a9d-4381-bc79-850983235543,no_channel --user-data-dir=/home/zephyrus/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15276595901274207898,11805541852228836931,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708995682289984
zephyrus    5698  0.8  0.8 1459542244 142384 ?   Sl   09:38   0:01 /usr/share/antigravity/antigravity --max-old-space-size=3072 /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/tsserver.js --serverMode partialSemantic --useInferredProjectPerProjectRoot --disableAutomaticTypingAcquisition --cancellationPipeName /tmp/vscode-typescript1000/dd3fe9819ed607aa8f2f/tscancellation-a6932b453a9d5e82d3dc.tmp* --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
zephyrus    5699  4.9  2.6 1459542308 428016 ?   Sl   09:38   0:09 /usr/share/antigravity/antigravity --max-old-space-size=3072 /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/tsserver.js --useInferredProjectPerProjectRoot --enableTelemetry --cancellationPipeName /tmp/vscode-typescript1000/dd3fe9819ed607aa8f2f/tscancellation-88f399f4e81579f688ed.tmp* --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
zephyrus    5714  0.5  0.6 1459575028 103848 ?   Sl   09:38   0:01 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=5237
zephyrus    5786  0.2  0.7 1459542244 112064 ?   Sl   09:38   0:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /home/zephyrus/.cache/typescript/5.9 --enableTelemetry --typesMapLocation /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation
zephyrus    5958  0.1  0.4 1130776 69692 pts/2   Sl+  09:38   0:00 npm run start
zephyrus    5969  9.2  2.5 22611348 405168 pts/2 Sl+  09:38   0:16 node /home/zephyrus/projects/AdventureNexus/mobile/node_modules/.bin/expo start
zephyrus    6404  9.1  0.9 22178528 147744 pts/2 Sl+  09:38   0:15 /usr/bin/node-22 /home/zephyrus/projects/AdventureNexus/mobile/node_modules/jest-worker/build/workers/processChild.js
zephyrus    6405  7.5  0.7 22113332 120696 pts/2 Sl+  09:38   0:13 /usr/bin/node-22 /home/zephyrus/projects/AdventureNexus/mobile/node_modules/jest-worker/build/workers/processChild.js
zephyrus    6406  8.1  0.7 22116880 124412 pts/2 Sl+  09:38   0:14 /usr/bin/node-22 /home/zephyrus/projects/AdventureNexus/mobile/node_modules/jest-worker/build/workers/processChild.js
zephyrus    6407  7.8  0.7 22281052 121312 pts/2 Sl+  09:38   0:13 /usr/bin/node-22 /home/zephyrus/projects/AdventureNexus/mobile/node_modules/jest-worker/build/workers/processChild.js
zephyrus    6413  8.2  0.9 11807320 144324 pts/2 Sl+  09:38   0:14 /usr/bin/node-22 /home/zephyrus/projects/AdventureNexus/mobile/node_modules/jest-worker/build/workers/processChild.js
zephyrus    6420 10.0  1.2 22208976 193276 pts/2 Sl+  09:38   0:17 /usr/bin/node-22 /home/zephyrus/projects/AdventureNexus/mobile/node_modules/jest-worker/build/workers/processChild.js
zephyrus    6460  0.0  0.0 326668  9040 ?        Ssl  09:38   0:00 adb -L tcp:5037 fork-server server --reply-fd 4
root        6725  0.0  0.0  17208  7880 ?        S    09:38   0:00 systemd-userwork: waiting...
zephyrus    6862  0.0  0.0   3752  2360 ?        S    09:39   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 50 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 46
zephyrus    6863  0.0  0.0   3752  1444 ?        S    09:39   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 50 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 46
zephyrus    6864  0.3  0.0 144004  6544 ?        Sl   09:39   0:00 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 46
passim      7438  0.0  0.0 321688 13528 ?        Ssl  09:40   0:00 /usr/libexec/passimd
zephyrus    8099  0.0  0.0 531408  7292 ?        Ssl  09:40   0:00 /usr/libexec/flatpak-session-helper
zephyrus    8104  0.0  0.0   4232  1072 ?        Ss   09:40   0:00 server --sh -n /run/user/1000/.flatpak-helper/pkcs11-flatpak-8099 --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
zephyrus    8107  0.0  0.0   3752  2324 ?        S    09:40   0:00 /usr/bin/bwrap --args 43 -- /usr/bin/xdg-dbus-proxy --args=45
zephyrus    8108  0.0  0.0 457216  6328 ?        Sl   09:40   0:00 /usr/bin/xdg-dbus-proxy --args=45
zephyrus    8114  0.0  0.0   3844  1584 ?        S    09:40   0:00 /usr/bin/bwrap --args 43 -- spotify
zephyrus    8120  7.7  2.2 5053676 362348 ?      Sl   09:40   0:05 /app/extra/share/spotify/spotify
zephyrus    8123  0.0  0.6 34337540 100276 ?     S    09:40   0:00 /app/extra/share/spotify/spotify --type=zygote --no-zygote-sandbox --no-sandbox --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/zephyrus/.var/app/com.spotify.Client/cache/spotify --log-severity=disable --user-agent-product=Chrome/139.0.7258.139 Spotify/1.2.74.477
zephyrus    8124  0.0  0.6 34337536 100528 ?     S    09:40   0:00 /app/extra/share/spotify/spotify --type=zygote --no-sandbox --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/zephyrus/.var/app/com.spotify.Client/cache/spotify --log-severity=disable --user-agent-product=Chrome/139.0.7258.139 Spotify/1.2.74.477
zephyrus    8150  5.1  1.1 35899348 190496 ?     Sl   09:40   0:03 /app/extra/share/spotify/spotify --type=gpu-process --no-sandbox --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/zephyrus/.var/app/com.spotify.Client/cache/spotify --log-severity=disable --user-agent-product=Chrome/139.0.7258.139 Spotify/1.2.74.477 --gpu-preferences=UAAAAAAAAAAgAAAIAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAQAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,8069477148921314104,16211955778680863006,262144 --field-trial-handle=3,i,10551882343605605432,3082698682075634576,262144 --disable-features=BackForwardCache,EyeDropper,FullscreenBubbleShowOrigin,LensOverlay,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version
zephyrus    8153  2.0  0.8 1189300 140176 ?      Sl   09:40   0:01 /app/extra/share/spotify/spotify --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/zephyrus/.var/app/com.spotify.Client/cache/spotify --log-severity=disable --user-agent-product=Chrome/139.0.7258.139 Spotify/1.2.74.477 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,4780059701768213674,5658589973143961009,524288 --field-trial-handle=3,i,10551882343605605432,3082698682075634576,262144 --disable-features=BackForwardCache,EyeDropper,FullscreenBubbleShowOrigin,LensOverlay,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version
zephyrus    8156  0.0  0.3 34708388 49184 ?      Sl   09:40   0:00 /app/extra/share/spotify/spotify --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --no-sandbox --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/zephyrus/.var/app/com.spotify.Client/cache/spotify --log-severity=disable --user-agent-product=Chrome/139.0.7258.139 Spotify/1.2.74.477 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11632879949721200722,8116889272789638454,524288 --field-trial-handle=3,i,10551882343605605432,3082698682075634576,262144 --disable-features=BackForwardCache,EyeDropper,FullscreenBubbleShowOrigin,LensOverlay,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version
zephyrus    8209 29.1  2.5 1478347136 411624 ?   Sl   09:40   0:20 /app/extra/share/spotify/spotify --type=renderer --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --user-data-dir=/home/zephyrus/.var/app/com.spotify.Client/cache/spotify --log-severity=disable --user-agent-product=Chrome/139.0.7258.139 Spotify/1.2.74.477 --no-sandbox --autoplay-policy=no-user-gesture-required --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1771906019089741 --launch-time-ticks=202659658 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2589327907973420609,14265616639363733583,2097152 --field-trial-handle=3,i,10551882343605605432,3082698682075634576,262144 --disable-features=BackForwardCache,EyeDropper,FullscreenBubbleShowOrigin,LensOverlay,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version
zephyrus    8249  0.2  0.1  21312 19640 ?        S    09:40   0:00 p11-kit-remote --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
zephyrus    8379  1.0  0.6 68261956 101796 ?     Sl   09:40   0:00 /app/extra/share/spotify/spotify --type=utility --utility-sub-type=media.mojom.CdmServiceBroker --lang=en-US --service-sandbox-type=cdm --no-sandbox --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/zephyrus/.var/app/com.spotify.Client/cache/spotify --log-severity=disable --user-agent-product=Chrome/139.0.7258.139 Spotify/1.2.74.477 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,16556871834671782073,12834614912596050557,524288 --field-trial-handle=3,i,10551882343605605432,3082698682075634576,262144 --disable-features=BackForwardCache,EyeDropper,FullscreenBubbleShowOrigin,LensOverlay,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version
root        8678  0.0  0.0  17204  7856 ?        S    09:41   0:00 systemd-userwork: waiting...
root        8685  0.0  0.0  17204  7848 ?        S    09:41   0:00 systemd-userwork: waiting...
root        8701  0.0  0.0 232024  3888 pts/1    S+   09:41   0:00 /bin/sh /var/tmp/rpm-tmp.3wbqae 2
root        8833  0.0  0.0 232024  3952 pts/1    S+   09:41   0:00 /usr/bin/bash /usr/libexec/selinux/varrun-convert.sh targeted
root        8859  100  1.0 179536 174884 pts/1   R+   09:41   0:01 /usr/sbin/semodule -s targeted -i /run/selinux-policy/extra_varrun.cil
zephyrus    8873  0.0  0.0 234656  4960 pts/3    R+   09:41   0:00 ps aux
